path,label,text
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Aceptar condiciones\20260502082500_100149.png,Banner aplicación,"© 8 Fu

Informacion sobre los
Datos mostrados en
CaixaBank Broker

Los datos que mostramos

en CaixaBank Broker

son proporcionados por
Proveedores de Datos. Debes
saber que:

* Los datos solo pueden
utilizarse dentro de
CaixaBank Broker

* No se pueden distribuir, ni
publicar ni utilizar para otros
fines.

* El uso de los datos sin el
permiso de los proveedores
podria conllevar sanciones.

* No nos hacemos
responsables de ningun dafio
0 perjuicio derivado del uso
de la informacion.

Aceptar condiciones"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Aceptar condiciones\20260506211424_100105.png,Banner aplicación,"Informacion sobre los Datos mostrados
en CaixaBank Broker

Los datos que mostramos en CaixaBank
Broker son proporcionados por Proveedores
de Datos. Debes saber que:

* Los datos solo pueden utilizarse dentro de
CaixaBank Broker

* No se pueden distribuir, ni publicar ni
utilizar para otros fines.

* El uso de los datos sin el permiso de los
proveedores podria conllevar sanciones.

No nos hacemos responsables de ningun
dafio o perjuicio derivado del uso de la
informacion.

Aceptar condiciones"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Aceptar condiciones\20260507031339_100188.png,Banner aplicación,"100%@

Informacion sobre los
Datos mostrados en
CaixaBank Broker

Los datos que mostramos

en CaixaBank Broker

son proporcionados por
Proveedores de Datos. Debes
saber que:

* Los datos solo pueden
utilizarse dentro de
CaixaBank Broker

* No se pueden distribuir, ni
publicar ni utilizar para otros
fines.

* El uso de los datos sin el
permiso de los proveedores
podria conllevar sanciones.

* No nos hacemos
responsables de ningun dafho
0 perjuicio derivado del uso
de la informacion.

Aceptar condiciones"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Aceptar condiciones\20260510231915_100139.png,Banner aplicación,"23:21 Mt

Informacion sobre los
Datos mostrados en
CaixaBank Broker

Los datos que mostramos

en CaixaBank Broker

son proporcionados por
Proveedores de Datos. Debes
saber que:

* Los datos solo pueden
utilizarse dentro de
CaixaBank Broker

* No se pueden distribuir, ni
publicar ni utilizar para otros
fines.

* El uso de los datos sin el
permiso de los proveedores
podria conllevar sanciones.

* No nos hacemos
responsables de ningun dafio
0 perjuicio derivado del uso
de la informacion."
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506054150_100172.png,Banner aplicación,"5:42 BOR = @ ull 100% &

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506055141_100172.png,Banner aplicación,"5:53 BOR « ® ull 100% @

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506055830_100172.png,Banner aplicación,"5:59 BOR - ® ull 100% @

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506060020_100171.png,Banner aplicación,"6:01 BOR « ® ull 100% @

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506060507_100172.png,Banner aplicación,"6:06 BOR - ® ull 100% @

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506060713_100171.png,Banner aplicación,"6:07 BOR - ® ull 100% @

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506061203_100172.png,Banner aplicación,"6:13 BOR - ® ull 100% @

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506061407_100171.png,Banner aplicación,"6:14 BOR = @ ull 100% &

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506061859_100172.png,Banner aplicación,"6:20 @OR ® ull 100% @

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506062046_100171.png,Banner aplicación,"6:21 808 - ® ull 100% @

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506062537_100172.png,Banner aplicación,"6:26 =m BO - ® ull 100% @

x

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506062726_100171.png,Banner aplicación,"6:28 ma BO - ® ull 100% @

x

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506063212_100172.png,Banner aplicación,"6:33 &@ @O© « ® ull 100% @

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506063409_100171.png,Banner aplicación,"6:34 & Be - ® ull 100% @

x

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506063854_100172.png,Banner aplicación,"6:39 = BO - ® ull 100% @

x

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506064036_100171.png,Banner aplicación,"6:41 &@ @O@ e ll 100% B

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506064518_100172.png,Banner aplicación,"6:46 @BO@ - ® ull 100% @

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506064700_100171.png,Banner aplicación,"6:47 ma @O@ - ll 100% B

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
C:\Users\Lenovo\Desktop\UB\TFM\Data\Banner aplicación\Actualizar app\20260506065140_100172.png,Banner aplicación,"6:52 m@Be@ - ® ull 100% @

x

Actualiza la app

Esta version de la app dejara de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar

Actualizar mas tarde

lI O <"
